brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ram_type,ssd,hdd,os,os_bit,graphic_card_gb,rating,Number of Ratings,Number of Reviews,Price
Apple,Intel,M2,13,16.0,DDR4,1024.0,0.0,Windows,32,0,3,0,10,139480
Lenovo,Intel,i3,12,8.0,DDR4,1024.0,1000.0,MacOS,32,2,3,0,10,130386
Lenovo,AMD,i5,8,32.0,DDR3,1024.0,0.0,Linux,32,8,1,500,50,227293
Dell,Apple,i5,8,8.0,DDR3,0.0,2000.0,Linux,64,0,3,100,100,90070
Apple,Apple,i3,11,4.0,DDR5,256.0,2000.0,Linux,32,6,2,50,500,138601
Asus,Apple,M2,12,32.0,DDR4,0.0,1000.0,MacOS,32,0,1,500,500,169788
MSI,AMD,M1,9,4.0,DDR5,1024.0,0.0,MacOS,64,6,3,50,100,134106
Acer,Apple,i7,11,32.0,DDR3,256.0,0.0,Linux,64,6,2,100,10,214470
HP,Apple,i5,13,32.0,DDR5,256.0,500.0,Windows,32,6,1,500,100,221610
Asus,AMD,M1,12,8.0,DDR3,128.0,500.0,MacOS,64,8,1,500,500,160993
Asus,Intel,M1,8,4.0,DDR4,512.0,2000.0,MacOS,32,6,3,50,100,133904
Lenovo,Intel,Ryzen 5,9,32.0,DDR4,1024.0,2000.0,Windows,32,8,2,500,0,244748
Apple,AMD,Ryzen 7,11,4.0,DDR3,512.0,500.0,Linux,32,0,1,100,50,87185
Dell,Apple,Ryzen 3,9,8.0,DDR3,128.0,0.0,Windows,32,6,1,500,500,129646
Dell,AMD,i5,12,8.0,DDR3,512.0,1000.0,MacOS,64,4,5,1000,50,140113
Acer,Intel,i3,10,8.0,DDR4,1024.0,1000.0,Linux,64,0,1,100,0,103881
Lenovo,Intel,i7,9,,DDR3,128.0,0.0,Linux,64,4,5,0,10,119579
Asus,AMD,Ryzen 3,9,16.0,DDR4,512.0,2000.0,Windows,64,4,5,50,20,159596
,AMD,Ryzen 7,13,32.0,DDR5,0.0,1000.0,MacOS,32,2,2,5000,500,191993
Lenovo,Intel,M1,8,16.0,DDR4,256.0,0.0,MacOS,64,8,4,5000,10,173802
,AMD,Ryzen 7,12,8.0,DDR5,128.0,1000.0,Linux,64,2,5,100,0,120457
Acer,Intel,M2,9,32.0,DDR4,0.0,0.0,MacOS,32,8,2,5000,100,216809
Lenovo,AMD,i5,12,32.0,DDR4,1024.0,500.0,Linux,32,2,3,0,0,201653
Acer,AMD,Ryzen 7,8,4.0,DDR3,256.0,,Linux,64,0,5,0,50,74562
Lenovo,AMD,Ryzen 7,13,8.0,DDR4,128.0,1000.0,Linux,32,4,4,100,100,137355
HP,Intel,i7,12,16.0,DDR3,256.0,1000.0,MacOS,32,0,3,0,10,128573
Lenovo,AMD,M2,8,4.0,DDR3,128.0,1000.0,Windows,32,8,5,0,100,140184
Apple,Intel,M2,8,32.0,DDR3,128.0,1000.0,Linux,64,4,5,5000,50,191453
Lenovo,Intel,M1,11,16.0,DDR4,512.0,500.0,Windows,64,4,4,1000,0,158267
Acer,AMD,i7,13,8.0,DDR3,256.0,500.0,Windows,64,8,1,500,10,166037
Apple,AMD,,13,16.0,DDR5,256.0,0.0,Windows,32,0,4,5000,20,127352
Acer,Intel,i3,12,16.0,DDR5,0.0,1000.0,Windows,64,4,2,5000,20,153791
Dell,Intel,Ryzen 7,10,16.0,DDR4,,500.0,Windows,32,0,2,1000,0,129512
Dell,Apple,Ryzen 7,11,4.0,DDR3,0.0,2000.0,Linux,64,0,4,500,10,89272
Apple,Intel,M2,13,32.0,DDR5,512.0,0.0,MacOS,32,0,4,0,10,180836
HP,Apple,Ryzen 7,8,16.0,DDR4,128.0,0.0,Windows,32,4,4,500,100,138647
Dell,Apple,Ryzen 5,13,32.0,DDR4,512.0,0.0,MacOS,64,6,4,1000,500,228131
Lenovo,Apple,i7,10,,DDR4,512.0,2000.0,MacOS,64,2,4,50,0,108732
Acer,AMD,Ryzen 3,9,8.0,DDR4,0.0,2000.0,Linux,64,8,5,50,100,159084
Dell,AMD,M2,9,8.0,DDR4,128.0,2000.0,Windows,64,0,3,500,0,95474
Dell,Intel,i5,13,16.0,DDR3,1024.0,500.0,MacOS,32,4,2,50,50,173463
HP,Apple,M2,13,4.0,DDR3,512.0,2000.0,MacOS,64,8,2,100,0,167361
Apple,AMD,M1,11,8.0,DDR3,1024.0,0.0,Windows,32,6,3,50,100,154667
Apple,AMD,Ryzen 3,13,4.0,DDR3,128.0,1000.0,Linux,32,6,4,500,10,144642
Asus,AMD,M1,10,4.0,DDR4,128.0,0.0,Linux,64,4,3,0,0,110246
HP,AMD,i3,13,16.0,DDR4,0.0,0.0,Windows,32,0,4,1000,10,124036
Lenovo,AMD,i3,12,16.0,DDR5,256.0,500.0,MacOS,64,6,2,50,50,173347
Apple,Apple,M1,10,4.0,DDR5,0.0,0.0,Linux,64,6,1,500,20,122157
Acer,Apple,Ryzen 7,11,4.0,DDR3,1024.0,500.0,Linux,64,6,2,1000,20,145495
HP,Apple,Ryzen 3,12,16.0,DDR4,0.0,500.0,MacOS,32,4,2,100,100,154382
Dell,Apple,Ryzen 7,12,4.0,DDR5,128.0,1000.0,MacOS,64,8,1,0,0,153645
Acer,Intel,M2,9,16.0,DDR5,512.0,0.0,MacOS,64,2,3,5000,50,131361
Acer,Apple,Ryzen 5,10,32.0,DDR5,256.0,1000.0,MacOS,32,4,5,1000,50,201804
Dell,AMD,i3,12,4.0,DDR5,128.0,1000.0,Windows,64,0,4,5000,10,91379
HP,Apple,i3,11,16.0,DDR3,512.0,0.0,MacOS,64,4,4,1000,500,157139
Dell,Intel,Ryzen 3,9,4.0,DDR4,1024.0,0.0,Linux,32,4,2,500,100,118831
Asus,AMD,i3,12,16.0,DDR3,1024.0,2000.0,MacOS,64,2,1,100,50,156781
Acer,Apple,Ryzen 5,10,4.0,DDR5,1024.0,2000.0,MacOS,32,2,2,50,0,114318
MSI,Apple,Ryzen 5,9,8.0,DDR5,0.0,500.0,Windows,32,2,2,100,50,101210
MSI,Apple,Ryzen 5,10,8.0,DDR4,1024.0,0.0,Windows,32,8,3,0,20,165716
Lenovo,AMD,i5,10,4.0,DDR4,1024.0,500.0,MacOS,32,4,4,5000,100,126922
Apple,AMD,,10,8.0,DDR3,0.0,1000.0,Windows,32,0,5,50,10,93683
Dell,Intel,Ryzen 5,9,4.0,DDR4,512.0,1000.0,Windows,32,2,1,5000,0,97156
Dell,AMD,i5,12,4.0,DDR3,128.0,2000.0,Windows,32,2,5,100,20,112966
Lenovo,AMD,Ryzen 7,13,32.0,DDR3,256.0,500.0,Windows,32,4,1,0,50,205934
Lenovo,Apple,M2,8,32.0,DDR5,1024.0,,MacOS,32,0,4,1000,100,166532
Lenovo,AMD,i7,12,8.0,DDR3,,0.0,Windows,64,2,3,1000,100,126577
Acer,Apple,i3,9,32.0,DDR5,1024.0,2000.0,Windows,64,4,5,5000,0,213708
Asus,Apple,Ryzen 5,8,,DDR3,0.0,2000.0,Linux,64,6,1,5000,10,207829
Dell,AMD,i3,8,4.0,DDR3,0.0,500.0,MacOS,32,8,2,1000,20,130727
Acer,Intel,Ryzen 3,8,16.0,DDR4,0.0,2000.0,Windows,32,4,4,5000,500,147397
Lenovo,Intel,i3,13,4.0,DDR4,256.0,2000.0,Linux,32,2,3,1000,10,114844
Dell,AMD,M1,11,32.0,DDR5,128.0,2000.0,Windows,64,0,2,5000,0,172071
Acer,Intel,Ryzen 7,9,4.0,DDR4,1024.0,1000.0,MacOS,64,6,3,50,0,139628
Asus,Apple,M2,13,8.0,DDR3,512.0,500.0,Linux,64,0,1,5000,20,105336
Acer,Apple,i5,13,16.0,DDR5,1024.0,0.0,Linux,32,0,2,1000,100,138689
Asus,AMD,i3,11,32.0,DDR5,1024.0,0.0,MacOS,32,0,3,50,100,179437
Lenovo,Intel,i3,8,32.0,DDR5,1024.0,500.0,Linux,64,4,4,50,20,202197
Asus,Intel,i3,11,4.0,DDR3,1024.0,2000.0,Linux,64,4,5,100,10,139635
Dell,Apple,i7,11,4.0,DDR4,128.0,2000.0,Windows,32,8,5,1000,20,157245
Lenovo,AMD,i7,13,4.0,DDR5,512.0,0.0,Linux,64,6,2,500,500,143651
Dell,Intel,Ryzen 3,9,4.0,DDR3,0.0,1000.0,MacOS,64,0,4,5000,100,76004
MSI,AMD,i5,10,32.0,DDR4,512.0,500.0,Windows,32,2,4,1000,10,185060
HP,Intel,i3,11,4.0,DDR4,1024.0,2000.0,Linux,64,0,3,500,50,105565
Asus,Apple,i3,11,32.0,DDR5,512.0,1000.0,Windows,32,6,2,1000,10,224586
HP,Apple,i3,8,4.0,DDR3,1024.0,1000.0,MacOS,32,0,4,50,100,90020
HP,AMD,,8,16.0,DDR4,512.0,2000.0,Linux,32,4,3,1000,0,154198
Asus,Apple,i7,13,16.0,DDR3,256.0,500.0,MacOS,64,4,4,1000,10,161322
Lenovo,Intel,Ryzen 7,8,4.0,DDR4,512.0,500.0,MacOS,32,6,2,1000,10,123174
MSI,Apple,Ryzen 7,12,4.0,DDR5,0.0,0.0,Linux,32,8,4,1000,0,148393
Dell,AMD,Ryzen 3,11,8.0,DDR5,0.0,0.0,Linux,32,0,4,100,100,93187
Acer,AMD,M1,8,16.0,DDR4,512.0,500.0,Windows,64,6,4,5000,50,161916
Dell,AMD,Ryzen 5,9,32.0,DDR3,512.0,2000.0,MacOS,64,2,5,100,50,190302
Acer,Intel,i5,12,16.0,DDR4,128.0,500.0,Linux,64,2,1,50,20,138047
Dell,Intel,Ryzen 7,13,32.0,DDR3,512.0,0.0,MacOS,32,8,2,50,50,241633
Asus,Intel,M1,10,4.0,DDR4,0.0,0.0,Linux,64,4,5,500,50,107612
,Intel,,11,16.0,DDR5,256.0,0.0,MacOS,64,6,1,50,10,164831
Acer,Intel,M2,11,16.0,DDR3,0.0,500.0,Windows,64,0,4,100,20,119221
Apple,Apple,i3,9,8.0,DDR5,128.0,500.0,MacOS,64,6,4,50,50,136780
Lenovo,Intel,M2,10,8.0,DDR3,512.0,2000.0,Linux,32,8,5,500,10,172172
Dell,Intel,Ryzen 7,10,16.0,DDR4,256.0,0.0,Windows,32,6,3,500,20,162765
,Apple,Ryzen 3,13,16.0,DDR5,0.0,1000.0,Windows,32,8,2,100,10,190606
Acer,Intel,Ryzen 5,13,16.0,DDR5,256.0,1000.0,Linux,32,8,1,50,0,192012
Lenovo,AMD,Ryzen 7,12,32.0,DDR3,1024.0,2000.0,Windows,32,8,4,5000,100,256552
Lenovo,Intel,Ryzen 3,11,4.0,DDR3,0.0,2000.0,MacOS,32,6,2,500,100,135126
Asus,Intel,M2,8,8.0,DDR3,1024.0,0.0,MacOS,64,2,4,50,100,109587
Apple,AMD,i7,13,4.0,DDR5,256.0,500.0,Linux,64,0,4,50,50,95544
Asus,AMD,Ryzen 5,9,8.0,DDR4,512.0,500.0,MacOS,64,8,4,5000,100,159823
Asus,AMD,Ryzen 3,9,8.0,DDR3,,1000.0,Linux,64,4,2,100,100,126666
Asus,AMD,M1,9,8.0,DDR4,512.0,0.0,Windows,32,8,5,100,20,158408
Asus,Intel,Ryzen 7,13,16.0,DDR3,1024.0,1000.0,MacOS,32,6,2,50,20,189594
Asus,AMD,i7,13,8.0,DDR4,512.0,1000.0,Linux,64,8,2,1000,500,173812
MSI,AMD,M1,9,4.0,DDR3,128.0,0.0,MacOS,64,4,3,1000,20,105160
Lenovo,Apple,Ryzen 3,13,8.0,DDR4,0.0,2000.0,Windows,32,2,3,0,50,126428
Asus,AMD,Ryzen 3,8,4.0,DDR5,0.0,1000.0,Windows,64,6,5,0,500,123766
Lenovo,AMD,M2,8,8.0,DDR3,,2000.0,MacOS,64,6,3,0,500,139360
Lenovo,Apple,M1,12,8.0,DDR3,1024.0,500.0,Windows,64,6,5,100,100,164575
HP,Apple,Ryzen 7,11,16.0,DDR5,0.0,1000.0,Linux,32,4,4,50,50,151425
MSI,Intel,Ryzen 5,8,4.0,DDR3,1024.0,0.0,MacOS,32,6,4,5000,50,132349
Asus,Apple,i7,12,8.0,DDR3,256.0,2000.0,MacOS,32,2,2,5000,50,123961
Dell,Intel,M2,10,8.0,DDR5,512.0,500.0,Windows,64,0,4,500,50,99347
Acer,Apple,i3,11,4.0,DDR5,256.0,500.0,Linux,32,0,3,50,50,86540
Apple,Apple,i5,8,8.0,DDR4,128.0,1000.0,MacOS,64,8,1,50,50,146262
Dell,Intel,Ryzen 5,10,,DDR5,512.0,500.0,MacOS,64,0,2,0,500,166550
MSI,Apple,M2,12,,DDR5,512.0,0.0,Windows,32,4,5,50,100,161128
Acer,Intel,i7,8,4.0,DDR3,512.0,1000.0,Windows,32,0,4,5000,20,81611
MSI,Apple,M1,8,16.0,DDR5,,500.0,Linux,32,4,2,0,500,138561
Lenovo,AMD,Ryzen 3,13,32.0,DDR3,128.0,0.0,Linux,32,4,2,50,10,202559
Acer,Apple,M1,10,32.0,DDR5,1024.0,2000.0,Windows,32,8,2,500,10,246895
Lenovo,Intel,M2,8,32.0,DDR5,256.0,2000.0,Linux,32,0,4,1000,10,166746
Dell,Apple,i7,9,4.0,DDR4,0.0,1000.0,Windows,32,8,5,1000,0,143576
Dell,Intel,M1,13,32.0,DDR5,0.0,0.0,MacOS,64,6,2,100,20,217358
Acer,Intel,M1,13,4.0,DDR5,256.0,500.0,Windows,32,2,2,500,100,108761
Acer,AMD,i5,8,4.0,DDR3,1024.0,1000.0,Windows,64,0,2,5000,50,87917
Asus,AMD,Ryzen 7,13,8.0,DDR3,0.0,1000.0,Windows,32,6,4,50,10,152030
MSI,Intel,M2,11,4.0,DDR4,1024.0,500.0,MacOS,64,6,3,500,20,143596
Asus,Apple,i5,10,32.0,DDR5,512.0,0.0,Linux,64,8,5,50,100,232092
MSI,Intel,M2,11,4.0,DDR3,256.0,500.0,Linux,32,8,2,500,10,148823
Asus,Intel,i3,12,4.0,DDR5,512.0,2000.0,Linux,32,2,2,500,20,114819
Lenovo,Apple,i3,11,16.0,DDR4,0.0,1000.0,Windows,32,2,2,1000,500,136174
Acer,Apple,i5,9,32.0,DDR3,1024.0,2000.0,Windows,64,2,4,500,100,196097
,Apple,Ryzen 5,13,4.0,DDR3,512.0,1000.0,Linux,32,2,3,100,500,114244
MSI,Apple,Ryzen 5,13,8.0,DDR4,0.0,500.0,MacOS,32,8,2,50,20,166458
MSI,Intel,M1,9,4.0,DDR5,128.0,0.0,MacOS,64,4,2,0,50,102946
Dell,Intel,M1,13,4.0,DDR3,512.0,500.0,MacOS,64,8,4,500,20,162033
Asus,AMD,Ryzen 3,11,16.0,DDR3,128.0,2000.0,MacOS,64,4,5,0,20,159463
MSI,Intel,i3,12,32.0,DDR4,128.0,0.0,Windows,64,8,5,1000,0,236761
Apple,Apple,M2,8,32.0,DDR4,0.0,0.0,Linux,64,8,3,0,50,214103
Lenovo,AMD,,9,8.0,DDR4,256.0,1000.0,MacOS,64,2,5,100,500,110523
Acer,Apple,i3,11,8.0,DDR5,1024.0,0.0,Windows,64,4,2,100,20,136208
Dell,Intel,i5,11,8.0,DDR5,0.0,1000.0,Windows,64,6,4,1000,50,145868
Acer,AMD,Ryzen 5,11,4.0,DDR5,512.0,0.0,Windows,32,6,2,5000,20,132075
Apple,Apple,M1,8,,DDR4,1024.0,,Linux,32,6,2,100,50,130299
MSI,AMD,Ryzen 5,10,8.0,DDR3,256.0,1000.0,Windows,64,2,3,50,100,110228
MSI,AMD,i5,13,32.0,DDR5,0.0,0.0,Linux,64,6,5,5000,10,222331
Apple,Intel,Ryzen 3,13,32.0,DDR4,256.0,500.0,Linux,64,8,5,100,0,242675
Dell,Apple,Ryzen 3,12,8.0,DDR5,512.0,0.0,Linux,64,2,5,5000,10,122087
Lenovo,AMD,i7,10,16.0,DDR3,0.0,2000.0,Linux,64,6,2,500,20,169281
HP,AMD,M1,13,32.0,DDR3,512.0,1000.0,Windows,32,2,4,100,20,200214
Dell,Apple,M1,12,32.0,DDR4,1024.0,1000.0,Windows,64,8,4,5000,100,252855
HP,AMD,M2,12,8.0,DDR3,1024.0,500.0,Windows,64,2,2,50,20,125904
Apple,AMD,M1,11,32.0,DDR4,256.0,2000.0,MacOS,32,6,1,1000,500,222819
Asus,AMD,i3,9,4.0,DDR4,256.0,0.0,MacOS,64,2,2,100,50,90291
HP,Apple,Ryzen 3,11,4.0,DDR4,1024.0,500.0,Linux,64,0,5,50,500,99216
Lenovo,Apple,i5,8,32.0,DDR4,128.0,0.0,Linux,32,6,2,500,10,199784
Asus,Apple,Ryzen 3,13,4.0,DDR3,1024.0,500.0,Linux,64,8,1,0,20,166667
HP,Apple,Ryzen 5,12,16.0,DDR3,0.0,1000.0,Linux,64,4,2,0,100,155274
Apple,Intel,i3,9,32.0,DDR3,512.0,2000.0,Linux,64,2,5,1000,0,189028
Asus,AMD,M1,13,8.0,DDR3,1024.0,1000.0,MacOS,32,2,3,1000,500,135520
Apple,Apple,M2,12,4.0,DDR4,1024.0,500.0,Linux,64,6,4,0,10,150961
HP,AMD,M2,12,16.0,DDR4,512.0,0.0,Windows,64,6,1,0,100,173003
Apple,AMD,M2,11,16.0,DDR3,512.0,2000.0,Linux,32,0,3,1000,100,134113
Lenovo,Intel,Ryzen 7,9,4.0,DDR5,0.0,0.0,Windows,32,8,4,0,10,134725
HP,Apple,i7,9,16.0,DDR5,512.0,1000.0,Windows,64,2,3,100,100,135814
HP,Apple,i3,13,32.0,DDR5,256.0,0.0,Windows,64,2,2,5000,0,191347
HP,AMD,Ryzen 5,12,16.0,DDR3,1024.0,500.0,Windows,64,4,2,50,0,166663
Dell,Apple,M1,9,4.0,DDR4,512.0,2000.0,Linux,64,2,4,5000,20,105749
Dell,AMD,Ryzen 5,9,16.0,DDR4,0.0,,Linux,64,2,4,1000,50,132384
Dell,AMD,Ryzen 5,13,4.0,DDR5,512.0,2000.0,Linux,64,0,2,50,20,102724
Lenovo,Intel,M1,11,4.0,DDR5,1024.0,500.0,Linux,64,4,2,500,50,127571
Asus,Intel,Ryzen 5,10,,DDR4,128.0,0.0,Linux,32,2,4,500,10,128410
Apple,Intel,M2,8,4.0,DDR5,512.0,2000.0,MacOS,32,2,4,100,100,101170
MSI,AMD,i5,10,4.0,DDR5,256.0,1000.0,Windows,64,8,4,500,20,148319
HP,Apple,i7,9,8.0,DDR4,1024.0,1000.0,Windows,32,2,5,1000,100,122180
Apple,Intel,Ryzen 7,12,32.0,DDR5,0.0,1000.0,MacOS,64,0,5,100,20,175062
HP,Apple,Ryzen 5,8,4.0,DDR5,1024.0,1000.0,MacOS,64,2,2,5000,20,103295
Lenovo,Intel,Ryzen 5,8,32.0,DDR3,128.0,1000.0,Linux,64,2,5,100,0,175623
HP,Intel,Ryzen 3,12,8.0,DDR5,0.0,500.0,Linux,64,6,1,1000,50,141720
Dell,AMD,i7,8,8.0,DDR3,128.0,0.0,Windows,32,2,2,0,10,97585
MSI,Intel,i3,12,8.0,DDR4,128.0,500.0,Linux,64,4,1,50,100,129432
Acer,Intel,i7,8,8.0,DDR3,,1000.0,Windows,64,6,3,1000,20,134430
HP,AMD,i7,13,32.0,DDR4,512.0,1000.0,Linux,64,4,1,0,100,213201
Apple,Apple,M1,13,16.0,DDR3,256.0,2000.0,Linux,64,4,3,0,0,167652
,Intel,M1,10,16.0,DDR3,256.0,2000.0,Windows,32,0,1,500,10,124070
Acer,AMD,M1,8,32.0,DDR3,256.0,0.0,MacOS,64,2,3,5000,50,168982
MSI,Intel,Ryzen 7,11,4.0,DDR5,,0.0,MacOS,32,4,3,100,50,110849
Acer,AMD,M2,12,32.0,DDR5,512.0,0.0,Linux,32,2,2,100,20,187724
Dell,Apple,i7,8,4.0,DDR5,512.0,500.0,MacOS,64,2,4,500,10,92630
Asus,Apple,Ryzen 7,13,4.0,DDR5,0.0,2000.0,Linux,64,0,4,500,50,97259
Asus,AMD,Ryzen 5,13,16.0,DDR5,256.0,0.0,MacOS,64,0,2,100,10,124843
Acer,AMD,M1,12,8.0,DDR3,256.0,2000.0,MacOS,32,4,3,1000,100,139521
Lenovo,AMD,Ryzen 5,11,16.0,DDR5,128.0,2000.0,Windows,32,4,4,1000,0,161216
Apple,Apple,M1,8,16.0,DDR4,128.0,2000.0,MacOS,64,6,4,1000,10,165399
Apple,Intel,i5,8,32.0,DDR3,1024.0,2000.0,Linux,64,2,1,1000,10,189677
Acer,Apple,Ryzen 7,11,32.0,DDR3,,2000.0,Windows,32,2,5,500,50,194810
HP,AMD,Ryzen 7,11,4.0,DDR4,512.0,2000.0,MacOS,64,0,2,50,500,97031
HP,AMD,M2,11,32.0,DDR5,0.0,500.0,Windows,32,0,5,50,20,167496
Apple,Apple,i3,13,4.0,DDR4,256.0,1000.0,MacOS,32,4,3,100,20,129514
Apple,AMD,Ryzen 3,12,4.0,DDR3,1024.0,2000.0,Linux,32,6,1,50,500,155848
Asus,Apple,i7,11,8.0,DDR3,128.0,500.0,Linux,32,6,4,1000,500,144614
Lenovo,AMD,i3,12,8.0,DDR3,1024.0,0.0,Windows,64,0,1,500,500,107152
Dell,Intel,,10,16.0,DDR4,0.0,500.0,MacOS,64,0,2,1000,100,114153
HP,Intel,i3,8,8.0,DDR5,0.0,500.0,MacOS,32,6,3,0,50,130540
Apple,AMD,i5,8,4.0,DDR3,1024.0,500.0,Windows,64,6,1,500,50,131892
Asus,Apple,Ryzen 3,9,32.0,DDR5,1024.0,2000.0,Windows,32,4,1,0,0,209854
MSI,Intel,M2,10,8.0,DDR3,1024.0,0.0,Linux,64,6,1,0,20,147432
Asus,Apple,Ryzen 7,11,8.0,DDR5,256.0,500.0,Windows,32,2,4,100,50,112356
HP,AMD,Ryzen 7,11,8.0,DDR4,512.0,,MacOS,64,6,3,0,500,144828
HP,Apple,i7,13,8.0,DDR3,128.0,500.0,Windows,64,8,4,50,100,167998
Asus,Intel,M2,10,4.0,DDR3,,2000.0,Linux,32,6,1,50,0,132155
Dell,Apple,M2,11,4.0,DDR3,128.0,500.0,Windows,64,0,4,0,20,84159
Acer,Apple,M1,9,16.0,DDR4,1024.0,500.0,MacOS,32,0,4,100,20,124875
HP,AMD,Ryzen 3,12,32.0,DDR4,1024.0,0.0,Windows,64,8,2,0,20,244076
Asus,AMD,i5,8,16.0,DDR5,1024.0,0.0,Windows,32,2,5,500,0,137257
Apple,AMD,Ryzen 5,10,16.0,DDR4,256.0,0.0,Windows,64,6,5,500,100,165805
Asus,Intel,i3,8,8.0,DDR3,,1000.0,Linux,64,6,2,500,100,135974
Lenovo,Intel,M2,12,32.0,DDR5,256.0,0.0,Linux,32,8,2,500,50,233399
Acer,AMD,i7,10,8.0,DDR4,256.0,500.0,Linux,32,4,4,0,50,125908
MSI,AMD,Ryzen 7,12,4.0,DDR5,0.0,1000.0,Linux,64,4,4,1000,20,120986
Dell,Intel,Ryzen 5,11,16.0,DDR5,256.0,0.0,MacOS,64,2,3,1000,500,136632
MSI,Intel,i5,11,32.0,DDR5,256.0,2000.0,MacOS,32,6,5,5000,10,226350
Acer,Intel,Ryzen 3,11,4.0,DDR3,256.0,0.0,Linux,32,6,4,500,50,130319
Acer,Intel,M2,12,16.0,DDR3,128.0,2000.0,Linux,32,6,3,5000,100,180776
Acer,AMD,i3,12,32.0,DDR4,128.0,1000.0,Linux,32,0,5,5000,20,175631
MSI,Intel,M2,12,16.0,DDR3,128.0,2000.0,Windows,64,4,3,100,100,160963
,AMD,i7,8,32.0,DDR5,512.0,1000.0,MacOS,64,8,3,100,20,229416
Acer,Apple,M2,12,16.0,DDR5,0.0,2000.0,Windows,64,0,2,0,0,129527
Asus,Apple,M2,11,8.0,DDR3,1024.0,0.0,Linux,64,0,1,1000,50,105942
MSI,Intel,M2,9,16.0,DDR5,256.0,1000.0,MacOS,64,4,1,0,500,144714
Acer,Apple,Ryzen 7,12,16.0,DDR3,128.0,500.0,Linux,64,6,1,50,0,169822
Asus,Apple,Ryzen 7,9,32.0,DDR5,0.0,500.0,Windows,32,2,3,500,50,173223
Apple,Apple,Ryzen 5,11,32.0,DDR4,256.0,500.0,MacOS,64,8,4,50,500,236208
Lenovo,Intel,Ryzen 5,12,8.0,DDR4,512.0,0.0,Windows,32,4,1,50,500,131715
Apple,Intel,i3,8,32.0,DDR3,1024.0,500.0,MacOS,32,2,4,5000,500,184215
Acer,Apple,Ryzen 3,8,16.0,DDR3,256.0,1000.0,Linux,32,4,5,100,100,146782
MSI,AMD,i5,9,32.0,DDR3,1024.0,500.0,MacOS,32,4,1,1000,100,204068
HP,Apple,M1,13,32.0,DDR3,256.0,1000.0,Windows,64,4,3,5000,10,210313
Acer,Intel,Ryzen 3,8,32.0,DDR3,512.0,500.0,Windows,32,4,2,5000,100,193849
,Intel,Ryzen 3,8,8.0,DDR5,0.0,2000.0,Windows,32,6,3,500,20,137100
Asus,Intel,Ryzen 3,8,8.0,DDR4,1024.0,1000.0,Windows,64,0,4,0,10,102004
Lenovo,Apple,M1,11,4.0,DDR5,1024.0,500.0,Linux,32,4,5,500,20,132858
Dell,AMD,i3,8,8.0,DDR4,0.0,500.0,Windows,32,2,3,0,10,97536
Apple,Intel,M1,10,8.0,DDR5,1024.0,500.0,Linux,64,2,2,0,20,120020
Lenovo,Intel,i3,12,8.0,DDR5,128.0,1000.0,MacOS,32,2,2,1000,10,116759
Acer,Apple,M1,8,16.0,DDR5,0.0,1000.0,Windows,64,0,5,50,50,109643
HP,AMD,i5,13,4.0,DDR3,512.0,500.0,MacOS,64,0,1,0,500,94681
Apple,Apple,M2,13,16.0,DDR4,256.0,2000.0,MacOS,64,2,3,1000,50,154246
HP,Intel,Ryzen 3,8,8.0,DDR3,256.0,1000.0,Linux,64,6,3,50,10,134654
MSI,AMD,M2,8,8.0,DDR3,0.0,1000.0,Windows,64,0,2,5000,0,84488
HP,AMD,i3,10,4.0,DDR5,128.0,2000.0,Linux,32,0,4,5000,10,87010
MSI,Intel,M1,8,4.0,DDR4,,0.0,Windows,64,6,3,50,0,123047
Asus,AMD,i5,8,32.0,DDR4,256.0,2000.0,MacOS,64,4,2,500,500,196521
Apple,AMD,M1,12,8.0,DDR4,256.0,500.0,Linux,64,0,4,500,20,103665
Apple,Apple,M2,13,8.0,DDR4,128.0,1000.0,Windows,64,2,1,500,10,118320
Dell,Intel,Ryzen 7,10,16.0,DDR3,1024.0,1000.0,MacOS,64,2,1,100,0,144683
Acer,Intel,i5,13,32.0,DDR3,0.0,1000.0,Linux,32,6,2,50,500,221004
MSI,Intel,Ryzen 3,10,8.0,DDR4,128.0,1000.0,Linux,32,2,2,100,10,110853
Dell,Intel,i7,13,16.0,DDR3,128.0,0.0,Linux,64,8,1,500,50,188437
HP,Intel,Ryzen 3,8,4.0,DDR4,128.0,1000.0,Linux,32,2,2,1000,50,88178
HP,AMD,,13,16.0,DDR3,128.0,1000.0,MacOS,64,6,5,500,10,179954
Dell,Apple,i5,13,8.0,DDR5,1024.0,0.0,MacOS,64,6,3,0,10,162854
Apple,Intel,Ryzen 7,10,16.0,DDR5,512.0,500.0,MacOS,64,6,5,1000,100,171050
HP,Apple,M2,9,16.0,DDR4,128.0,500.0,MacOS,32,8,4,1000,500,176465
Asus,Apple,Ryzen 7,10,32.0,DDR4,128.0,0.0,Windows,64,0,2,50,50,160006
Asus,AMD,i3,10,32.0,DDR3,0.0,500.0,MacOS,64,4,2,100,20,190699
,Intel,Ryzen 7,10,4.0,DDR4,256.0,500.0,Linux,32,2,4,0,10,98045
MSI,AMD,Ryzen 5,11,32.0,DDR4,1024.0,2000.0,Linux,64,0,3,1000,100,190301
MSI,Intel,i5,11,16.0,DDR3,128.0,2000.0,Linux,32,6,1,100,500,174851
Dell,AMD,M2,11,32.0,DDR4,512.0,2000.0,Linux,32,0,5,100,10,182748
